I,V,R,P,mAh,wh,time,Unnamed: 7,SOC
0.0996,3.3924,34.0513,0.338,2173.8362,8.2871,  21:48:11,,24.96828481308184
0.0997,3.3924,34.0317,0.3382,2173.9609,8.2876,  21:48:16,,24.964019664260906
0.0996,3.3923,34.0527,0.3379,2174.0857,8.288,  21:48:20,,24.959758793422747
0.0996,3.3922,34.0573,0.3379,2174.2107,8.2884,  21:48:25,,24.955497922584595
0.0996,3.3921,34.0646,0.3378,2174.3352,8.2888,  21:48:29,,24.951237051746435
0.0996,3.392,34.0614,0.3378,2174.46,8.2893,  21:48:34,,24.94697618090828
0.0995,3.392,34.0773,0.3376,2174.5845,8.2897,  21:48:38,,24.94271958805289
0.0996,3.3919,34.0462,0.3379,2174.7095,8.2901,  21:48:43,,24.938458717214733
0.0996,3.3918,34.0563,0.3378,2174.834,8.2905,  21:48:47,,24.934197846376577
0.0997,3.3917,34.0201,0.3382,2174.9585,8.2909,  21:48:52,,24.929932697555643
0.0997,3.3917,34.0275,0.3381,2175.083,8.2914,  21:48:56,,24.925667548734705
0.0995,3.3916,34.0764,0.3376,2175.2075,8.2918,  21:49: 1,,24.921410955879313
0.0995,3.3916,34.0702,0.3376,2175.332,8.2922,  21:49: 5,,24.917154363023922
0.0996,3.3915,34.0446,0.3379,2175.457,8.2926,  21:49:10,,24.912893492185766
0.0997,3.3914,34.0192,0.3381,2175.5818,8.293,  21:49:15,,24.908628343364832
0.0996,3.3913,34.0462,0.3378,2175.7065,8.2935,  21:49:19,,24.904367472526676
0.0995,3.3913,34.0866,0.3374,2175.8311,8.2939,  21:49:24,,24.900110879671285
0.0995,3.3912,34.0833,0.3374,2175.9563,8.2943,  21:49:28,,24.89585428681589
0.0996,3.3911,34.0603,0.3376,2176.0825,8.2947,  21:49:33,,24.891593415977734
0.0996,3.3911,34.0627,0.3376,2176.207,8.2951,  21:49:37,,24.88733254513958
0.0995,3.391,34.0645,0.3376,2176.332,8.2956,  21:49:42,,24.883075952284187
0.0995,3.3909,34.0694,0.3375,2176.4565,8.296,  21:49:46,,24.878819359428796
0.0995,3.3909,34.0716,0.3375,2176.5811,8.2964,  21:49:51,,24.8745627665734
0.0995,3.3908,34.0626,0.3375,2176.7058,8.2968,  21:49:55,,24.87030617371801
0.0995,3.3907,34.0618,0.3375,2176.8306,8.2973,  21:50: 0,,24.86604958086262
0.0996,3.3907,34.0529,0.3376,2176.9551,8.2977,  21:50: 4,,24.861788710024463
0.0997,3.3906,34.0056,0.3381,2177.0798,8.2981,  21:50: 9,,24.857523561203525
0.0997,3.3905,34.0188,0.3379,2177.2046,8.2985,  21:50:13,,24.85325841238259
0.0997,3.3904,34.0231,0.3379,2177.3298,8.299,  21:50:18,,24.848993263561656
0.0995,3.3904,34.0723,0.3374,2177.4546,8.2994,  21:50:22,,24.844736670706265
0.0996,3.3903,34.0303,0.3378,2177.5791,8.2998,  21:50:27,,24.840475799868106
0.0996,3.3902,34.0456,0.3376,2177.7036,8.3002,  21:50:31,,24.83621492902995
0.0996,3.3902,34.0345,0.3377,2177.8286,8.3006,  21:50:36,,24.831954058191798
0.0995,3.3901,34.058,0.3374,2177.9543,8.3011,  21:50:40,,24.827697465336403
0.0997,3.39,34.0163,0.3378,2178.0789,8.3015,  21:50:45,,24.82343231651547
0.0997,3.39,34.0048,0.3379,2178.2039,8.3019,  21:50:49,,24.81916716769453
0.0998,3.3898,33.9574,0.3384,2178.3289,8.3023,  21:50:54,,24.81489774089083
0.0996,3.3898,34.0416,0.3376,2178.4539,8.3028,  21:50:58,,24.810636870052676
0.0996,3.3897,34.0243,0.3377,2178.5789,8.3032,  21:51: 3,,24.80637599921452
0.0996,3.3897,34.021,0.3377,2178.7036,8.3036,  21:51: 7,,24.802115128376364
0.0996,3.3896,34.0339,0.3376,2178.8281,8.304,  21:51:12,,24.79785425753821
0.0996,3.3895,34.0414,0.3375,2178.9526,8.3044,  21:51:16,,24.793593386700053
0.0996,3.3895,34.0191,0.3377,2179.0774,8.3049,  21:51:21,,24.789332515861897
0.0997,3.3894,34.0047,0.3378,2179.2019,8.3053,  21:51:25,,24.785067367040963
0.0997,3.3893,34.0093,0.3378,2179.3271,8.3057,  21:51:30,,24.780802218220025
0.0997,3.3892,34.0114,0.3377,2179.4517,8.3061,  21:51:34,,24.77653706939909
0.0996,3.3892,34.0296,0.3375,2179.5762,8.3065,  21:51:39,,24.772276198560935
0.0996,3.3891,34.0126,0.3377,2179.7009,8.307,  21:51:43,,24.76801532772278
0.0996,3.389,34.0336,0.3375,2179.8262,8.3074,  21:51:48,,24.76375445688462
0.0996,3.389,34.0331,0.3375,2179.9517,8.3078,  21:51:52,,24.759493586046467
0.0996,3.3889,34.0134,0.3377,2180.0767,8.3082,  21:51:57,,24.755232715208308
0.0996,3.3888,34.0181,0.3376,2180.2014,8.3086,  21:52: 1,,24.750971844370152
0.0996,3.3888,34.0229,0.3375,2180.3259,8.3091,  21:52: 6,,24.746710973532
0.0997,3.3887,33.9864,0.3379,2180.4507,8.3095,  21:52:10,,24.742445824711062
0.0997,3.3886,33.9969,0.3378,2180.5759,8.3099,  21:52:15,,24.738180675890124
0.0996,3.3885,34.0153,0.3376,2180.7004,8.3103,  21:52:19,,24.733919805051972
0.0997,3.3884,33.9842,0.3378,2180.8254,8.3107,  21:52:24,,24.729654656231034
0.0997,3.3884,33.9783,0.3379,2180.9502,8.3112,  21:52:28,,24.7253895074101
0.0998,3.3883,33.9613,0.3381,2181.075,8.3116,  21:52:33,,24.7211200806064
0.0997,3.3883,33.9769,0.3379,2181.1997,8.312,  21:52:37,,24.716854931785466
0.0997,3.3882,33.9842,0.3378,2181.3247,8.3124,  21:52:42,,24.71258978296453
0.0995,3.3881,34.0384,0.3372,2181.4495,8.3129,  21:52:46,,24.708333190109137
0.0996,3.3881,34.0105,0.3375,2181.5745,8.3133,  21:52:51,,24.70407231927098
0.0996,3.388,34.0235,0.3374,2181.6997,8.3137,  21:52:55,,24.699811448432826
0.0996,3.3879,34.0277,0.3373,2181.8242,8.3141,  21:53: 0,,24.69555057759467
0.0996,3.3878,34.0078,0.3375,2181.9487,8.3145,  21:53: 4,,24.691289706756514
0.0996,3.3877,34.0127,0.3374,2182.0732,8.315,  21:53: 9,,24.687028835918355
0.0996,3.3877,34.001,0.3375,2182.198,8.3154,  21:53:14,,24.682767965080203
0.0997,3.3876,33.9677,0.3378,2182.3228,8.3158,  21:53:18,,24.678502816259265
0.0997,3.3875,33.9724,0.3378,2182.4475,8.3162,  21:53:23,,24.67423766743833
0.0996,3.3875,34.0046,0.3375,2182.5723,8.3166,  21:53:27,,24.669976796600174
0.0996,3.3874,33.9956,0.3375,2182.6968,8.3171,  21:53:32,,24.66571592576202
0.0995,3.3873,34.0277,0.3372,2182.8213,8.3175,  21:53:36,,24.661459332906627
0.0996,3.3873,33.9997,0.3375,2182.9458,8.3179,  21:53:41,,24.657198462068468
0.0997,3.3872,33.9771,0.3377,2183.0706,8.3183,  21:53:45,,24.652933313247534
0.0996,3.3871,34.023,0.3372,2183.1958,8.3187,  21:53:50,,24.648672442409378
0.0996,3.387,34.0083,0.3373,2183.3203,8.3192,  21:53:54,,24.644411571571222
0.0996,3.387,34.0077,0.3373,2183.4453,8.3196,  21:53:59,,24.640150700733066
0.0996,3.3869,33.9933,0.3375,2183.5713,8.32,  21:54: 3,,24.63588982989491
0.0995,3.3869,34.0476,0.3369,2183.6958,8.3204,  21:54: 8,,24.63163323703952
0.0995,3.3868,34.0469,0.3369,2183.8203,8.3208,  21:54:12,,24.627376644184125
0.0996,3.3867,33.9968,0.3374,2183.9451,8.3213,  21:54:17,,24.62311577334597
0.0995,3.3866,34.0373,0.337,2184.0696,8.3217,  21:54:21,,24.618859180490578
0.0995,3.3866,34.042,0.3369,2184.1941,8.3221,  21:54:26,,24.614602587635186
0.0996,3.3865,33.9979,0.3373,2184.3186,8.3225,  21:54:30,,24.61034171679703
0.0995,3.3864,34.0294,0.337,2184.4436,8.3229,  21:54:35,,24.606085123941636
0.0997,3.3863,33.9823,0.3375,2184.5684,8.3234,  21:54:39,,24.601819975120705
0.0997,3.3863,33.9788,0.3375,2184.6943,8.3238,  21:54:44,,24.597554826299767
0.0997,3.3862,33.9646,0.3376,2184.8193,8.3242,  21:54:48,,24.59328967747883
0.0997,3.3861,33.961,0.3376,2184.9438,8.3246,  21:54:53,,24.589024528657895
0.0996,3.3861,34.0069,0.3372,2185.0691,8.325,  21:54:57,,24.58476365781974
0.0996,3.386,33.9868,0.3373,2185.1938,8.3255,  21:55: 2,,24.580502786981583
0.0996,3.3859,33.9944,0.3372,2185.3184,8.3259,  21:55: 6,,24.576241916143427
0.0996,3.3858,33.9937,0.3372,2185.4441,8.3263,  21:55:11,,24.57198104530527
0.0997,3.3858,33.9709,0.3374,2185.5686,8.3267,  21:55:15,,24.567715896484334
0.0997,3.3857,33.968,0.3375,2185.6931,8.3271,  21:55:20,,24.563450747663403
0.0996,3.3857,33.992,0.3372,2185.8181,8.3276,  21:55:24,,24.559189876825243
0.0995,3.3856,34.0293,0.3368,2185.9431,8.328,  21:55:29,,24.554933283969852
0.0996,3.3855,33.9793,0.3373,2186.0676,8.3284,  21:55:33,,24.550672413131696
0.0996,3.3854,33.9813,0.3373,2186.1924,8.3288,  21:55:38,,24.54641154229354
0.0996,3.3854,33.9944,0.3371,2186.3169,8.3292,  21:55:42,,24.542150671455385
0.0996,3.3853,34.0044,0.337,2186.4424,8.3297,  21:55:47,,24.53788980061723
0.0995,3.3852,34.0285,0.3368,2186.5669,8.3301,  21:55:51,,24.533633207761838
0.0997,3.3851,33.9566,0.3375,2186.6917,8.3305,  21:55:56,,24.5293680589409
0.0996,3.3851,33.9803,0.3372,2186.8164,8.3309,  21:56: 0,,24.525107188102744
0.0995,3.385,34.0151,0.3369,2186.9409,8.3313,  21:56: 5,,24.520850595247353
0.0997,3.3849,33.9681,0.3373,2187.0662,8.3318,  21:56: 9,,24.51658544642642
0.0996,3.3849,33.9758,0.3372,2187.1914,8.3322,  21:56:14,,24.512324575588263
0.0996,3.3848,33.986,0.3371,2187.3164,8.3326,  21:56:18,,24.508063704750104
0.0996,3.3847,33.9688,0.3373,2187.4409,8.333,  21:56:23,,24.50380283391195
0.0996,3.3846,33.9787,0.3371,2187.5654,8.3334,  21:56:28,,24.499541963073792
0.0996,3.3846,33.9728,0.3372,2187.6902,8.3339,  21:56:32,,24.495281092235636
0.0997,3.3845,33.9475,0.3374,2187.8147,8.3343,  21:56:37,,24.491015943414702
0.0997,3.3844,33.9631,0.3373,2187.9395,8.3347,  21:56:41,,24.486750794593767
0.0996,3.3844,33.976,0.3371,2188.064,8.3351,  21:56:46,,24.482489923755608
0.0997,3.3843,33.9563,0.3373,2188.1899,8.3356,  21:56:50,,24.478224774934677
0.0997,3.3842,33.9612,0.3372,2188.3149,8.336,  21:56:55,,24.47395962611374
0.0997,3.3842,33.9548,0.3373,2188.4399,8.3364,  21:56:59,,24.4696944772928
0.0996,3.3841,33.9677,0.3371,2188.5645,8.3368,  21:57: 4,,24.46543360645465
0.0996,3.384,33.9641,0.3372,2188.6892,8.3372,  21:57: 8,,24.46117273561649
0.0996,3.384,33.9829,0.337,2188.814,8.3377,  21:57:13,,24.456911864778334
0.0996,3.3838,33.9763,0.337,2188.9385,8.3381,  21:57:17,,24.45265099394018
0.0995,3.3838,34.0009,0.3368,2189.063,8.3385,  21:57:22,,24.448394401084787
0.0997,3.3837,33.9397,0.3374,2189.1887,8.3389,  21:57:26,,24.444129252263853
0.0996,3.3836,33.9578,0.3372,2189.3135,8.3393,  21:57:31,,24.439868381425697
0.0996,3.3836,33.9792,0.3369,2189.438,8.3398,  21:57:35,,24.43560751058754
0.0995,3.3835,34.0113,0.3366,2189.5625,8.3402,  21:57:40,,24.431350917732146
0.0995,3.3834,33.9913,0.3368,2189.6873,8.3406,  21:57:44,,24.427094324876755
0.0995,3.3834,33.9987,0.3367,2189.8118,8.341,  21:57:49,,24.422837732021364
0.0995,3.3833,33.9952,0.3367,2189.9363,8.3414,  21:57:53,,24.41858113916597
0.0996,3.3832,33.9673,0.337,2190.0608,8.3419,  21:57:58,,24.414320268327817
0.0997,3.3831,33.9311,0.3373,2190.1858,8.3423,  21:58: 2,,24.41005511950688
0.0996,3.3831,33.9684,0.3369,2190.3108,8.3427,  21:58: 7,,24.405794248668723
0.0996,3.383,33.9625,0.337,2190.4353,8.3431,  21:58:11,,24.401533377830567
0.0996,3.3829,33.9725,0.3369,2190.5598,8.3435,  21:58:16,,24.39727250699241
0.0997,3.3828,33.9472,0.3371,2190.6846,8.344,  21:58:20,,24.393007358171477
0.0996,3.3828,33.9687,0.3369,2190.8091,8.3444,  21:58:25,,24.38874648733332
0.0997,3.3827,33.946,0.3371,2190.9336,8.3448,  21:58:29,,24.384481338512384
0.0996,3.3826,33.9478,0.3371,2191.0588,8.3452,  21:58:34,,24.380220467674228
0.0996,3.3826,33.9771,0.3367,2191.1833,8.3456,  21:58:38,,24.375959596836072
0.0995,3.3825,34.0038,0.3365,2191.3079,8.3461,  21:58:43,,24.37170300398068
0.0996,3.3824,33.9486,0.337,2191.4324,8.3465,  21:58:47,,24.367442133142525
0.0996,3.3824,33.9533,0.3369,2191.5571,8.3469,  21:58:52,,24.36318126230437
0.0995,3.3823,33.9828,0.3366,2191.6821,8.3473,  21:58:56,,24.358924669448978
0.0996,3.3822,33.9602,0.3369,2191.8069,8.3477,  21:59: 1,,24.354663798610822
0.0997,3.3822,33.9293,0.3371,2191.9314,8.3482,  21:59: 5,,24.350398649789888
0.0995,3.3821,33.9885,0.3365,2192.0559,8.3486,  21:59:10,,24.346142056934493
0.0996,3.382,33.9551,0.3369,2192.1812,8.349,  21:59:14,,24.341881186096337
0.0996,3.3819,33.9681,0.3367,2192.3057,8.3494,  21:59:19,,24.33762031525818
0.0995,3.3819,33.9755,0.3366,2192.4309,8.3498,  21:59:23,,24.33336372240279
0.0996,3.3818,33.9557,0.3368,2192.5554,8.3503,  21:59:28,,24.32910285156463
0.0997,3.3817,33.9328,0.337,2192.6799,8.3507,  21:59:32,,24.3248377027437
0.0996,3.3816,33.9515,0.3368,2192.8047,8.3511,  21:59:37,,24.32057683190554
0.0998,3.3816,33.8989,0.3373,2192.9299,8.3515,  21:59:41,,24.316307405101842
0.0996,3.3815,33.9582,0.3367,2193.0544,8.3519,  21:59:46,,24.312046534263686
0.0996,3.3814,33.9628,0.3367,2193.1792,8.3524,  21:59:50,,24.30778566342553
0.0996,3.3813,33.9537,0.3367,2193.3042,8.3528,  21:59:55,,24.303524792587375
0.0996,3.3813,33.9422,0.3368,2193.4287,8.3532,  21:59:59,,24.29926392174922
0.0996,3.3812,33.9471,0.3368,2193.5532,8.3536,  22: 0: 4,,24.295003050911063
0.0995,3.3811,33.9654,0.3366,2193.6777,8.354,  22: 0: 8,,24.290746458055672
0.0995,3.3811,33.9732,0.3365,2193.8022,8.3545,  22: 0:13,,24.286489865200277
0.0997,3.381,33.8986,0.3372,2193.927,8.3549,  22: 0:17,,24.282224716379343
0.0996,3.3809,33.9575,0.3366,2194.0518,8.3553,  22: 0:22,,24.277963845541187
0.0995,3.3808,33.968,0.3365,2194.1768,8.3557,  22: 0:26,,24.273707252685796
0.0996,3.3807,33.9534,0.3366,2194.3015,8.3561,  22: 0:31,,24.26944638184764
0.0996,3.3807,33.9474,0.3367,2194.426,8.3566,  22: 0:35,,24.26518551100948
0.0996,3.3806,33.9385,0.3367,2194.5505,8.357,  22: 0:40,,24.26092464017133
0.0997,3.3806,33.9163,0.337,2194.675,8.3574,  22: 0:44,,24.25665949135039
0.0997,3.3805,33.9072,0.337,2194.8,8.3578,  22: 0:49,,24.252394342529453
0.0996,3.3804,33.9255,0.3368,2194.9246,8.3582,  22: 0:54,,24.2481334716913
0.0997,3.3804,33.9058,0.337,2195.0493,8.3587,  22: 0:58,,24.243868322870362
0.0995,3.3803,33.9732,0.3363,2195.1738,8.3591,  22: 1: 3,,24.23961173001497
0.0996,3.3802,33.9316,0.3367,2195.2988,8.3595,  22: 1: 7,,24.235350859176815
0.0996,3.3801,33.9442,0.3366,2195.4236,8.3599,  22: 1:12,,24.23108998833866
0.0995,3.3801,33.9601,0.3364,2195.5481,8.3603,  22: 1:16,,24.22683339548327
0.0996,3.38,33.9319,0.3367,2195.6726,8.3608,  22: 1:21,,24.222572524645113
0.0997,3.3799,33.9012,0.337,2195.7971,8.3612,  22: 1:25,,24.21830737582418
0.0996,3.3798,33.9277,0.3367,2195.9216,8.3616,  22: 1:30,,24.21404650498602
0.0995,3.3798,33.9599,0.3364,2196.0461,8.362,  22: 1:34,,24.209789912130628
0.0997,3.3797,33.9157,0.3368,2196.1707,8.3624,  22: 1:39,,24.205524763309693
0.0995,3.3796,33.964,0.3363,2196.2954,8.3628,  22: 1:43,,24.201268170454302
0.0996,3.3796,33.9387,0.3365,2196.4202,8.3633,  22: 1:48,,24.197007299616143
0.0996,3.3795,33.9406,0.3365,2196.5447,8.3637,  22: 1:52,,24.19274642877799
0.0996,3.3794,33.9422,0.3365,2196.6699,8.3641,  22: 1:57,,24.18848555793983
0.0995,3.3793,33.9579,0.3363,2196.7949,8.3645,  22: 2: 1,,24.18422896508444
0.0994,3.3793,33.9988,0.3359,2196.9194,8.365,  22: 2: 6,,24.179976650211813
0.0995,3.3792,33.9649,0.3362,2197.0439,8.3654,  22: 2:10,,24.175720057356422
0.0995,3.3791,33.9479,0.3364,2197.1692,8.3658,  22: 2:15,,24.171463464501027
0.0995,3.379,33.9608,0.3362,2197.2942,8.3662,  22: 2:19,,24.167206871645636
0.0995,3.3789,33.9517,0.3363,2197.4187,8.3666,  22: 2:24,,24.162950278790245
0.0996,3.3789,33.9212,0.3366,2197.5439,8.3671,  22: 2:28,,24.15868940795209
0.0996,3.3788,33.9232,0.3365,2197.6685,8.3675,  22: 2:33,,24.15442853711393
0.0995,3.3788,33.9416,0.3363,2197.793,8.3679,  22: 2:37,,24.15017194425854
0.0996,3.3787,33.9352,0.3364,2197.9175,8.3683,  22: 2:42,,24.145911073420383
0.0996,3.3786,33.9319,0.3364,2198.0432,8.3687,  22: 2:46,,24.141650202582227
0.0997,3.3786,33.8853,0.3369,2198.168,8.3692,  22: 2:51,,24.137385053761292
0.0996,3.3785,33.9334,0.3364,2198.2939,8.3696,  22: 2:55,,24.133124182923137
0.0996,3.3784,33.9215,0.3365,2198.4185,8.37,  22: 3: 0,,24.12886331208498
0.0996,3.3783,33.9289,0.3364,2198.5437,8.3704,  22: 3: 4,,24.124602441246825
0.0997,3.3783,33.8928,0.3367,2198.6682,8.3708,  22: 3: 9,,24.12033729242589
0.0996,3.3782,33.9165,0.3365,2198.7932,8.3713,  22: 3:13,,24.11607642158773
0.0997,3.3781,33.894,0.3367,2198.9177,8.3717,  22: 3:18,,24.111811272766797
0.0997,3.378,33.8797,0.3368,2199.043,8.3721,  22: 3:22,,24.107546123945863
0.0996,3.378,33.9282,0.3363,2199.1677,8.3725,  22: 3:27,,24.103285253107707
0.0996,3.3779,33.9196,0.3364,2199.2922,8.3729,  22: 3:31,,24.099024382269548
0.0995,3.3779,33.9461,0.3361,2199.4167,8.3734,  22: 3:36,,24.094767789414156
0.0995,3.3778,33.94,0.3362,2199.542,8.3738,  22: 3:40,,24.090511196558765
0.0996,3.3777,33.9007,0.3365,2199.6665,8.3742,  22: 3:45,,24.08625032572061
0.0995,3.3776,33.9383,0.3361,2199.7915,8.3746,  22: 3:49,,24.081993732865218
0.0995,3.3776,33.9297,0.3362,2199.916,8.375,  22: 3:54,,24.077737140009823
0.0996,3.3774,33.9203,0.3363,2200.0405,8.3755,  22: 3:58,,24.07347626917167
0.0995,3.3774,33.958,0.3359,2200.165,8.3759,  22: 4: 3,,24.06921967631628
0.0996,3.3773,33.9244,0.3362,2200.2908,8.3763,  22: 4: 8,,24.06495880547812
0.0996,3.3772,33.9099,0.3364,2200.4165,8.3767,  22: 4:12,,24.060697934639965
0.0996,3.3772,33.9091,0.3363,2200.541,8.3772,  22: 4:17,,24.05643706380181
0.0995,3.3771,33.9439,0.336,2200.6655,8.3776,  22: 4:21,,24.052180470946418
0.0996,3.377,33.9022,0.3364,2200.7903,8.378,  22: 4:26,,24.047919600108262
0.0995,3.3769,33.9231,0.3362,2200.9148,8.3784,  22: 4:30,,24.043663007252867
0.0995,3.3769,33.9254,0.3361,2201.0393,8.3788,  22: 4:35,,24.039406414397476
0.0996,3.3768,33.8973,0.3364,2201.1641,8.3792,  22: 4:39,,24.035145543559324
0.0996,3.3767,33.9157,0.3362,2201.2886,8.3797,  22: 4:44,,24.030884672721164
0.0996,3.3767,33.9151,0.3362,2201.4131,8.3801,  22: 4:48,,24.02662380188301
0.0996,3.3766,33.9035,0.3363,2201.5378,8.3805,  22: 4:53,,24.022362931044853
0.0996,3.3765,33.9162,0.3361,2201.6624,8.3809,  22: 4:57,,24.018102060206697
0.0996,3.3764,33.902,0.3363,2201.7869,8.3813,  22: 5: 2,,24.01384118936854
0.0996,3.3763,33.89,0.3364,2201.9116,8.3818,  22: 5: 6,,24.009580318530386
0.0996,3.3763,33.9058,0.3362,2202.0361,8.3822,  22: 5:11,,24.00531944769223
0.0996,3.3762,33.9135,0.3361,2202.1606,8.3826,  22: 5:15,,24.001058576854074
0.0996,3.3761,33.899,0.3362,2202.2861,8.383,  22: 5:20,,23.99679770601592
0.0996,3.3761,33.8873,0.3363,2202.4111,8.3835,  22: 5:24,,23.99253683517776
0.0996,3.376,33.9001,0.3362,2202.5356,8.3839,  22: 5:29,,23.988275964339607
0.0996,3.3759,33.8802,0.3364,2202.6604,8.3843,  22: 5:33,,23.984015093501448
0.0996,3.3758,33.8904,0.3363,2202.7849,8.3847,  22: 5:38,,23.979754222663292
0.0996,3.3758,33.906,0.3361,2202.9094,8.3851,  22: 5:42,,23.975493351825136
0.0996,3.3757,33.9029,0.3361,2203.0339,8.3855,  22: 5:47,,23.97123248098698
0.0996,3.3756,33.8885,0.3362,2203.1584,8.386,  22: 5:51,,23.96697161014883
0.0996,3.3756,33.8989,0.3361,2203.283,8.3864,  22: 5:56,,23.96271073931067
0.0996,3.3755,33.8762,0.3363,2203.4077,8.3868,  22: 6: 0,,23.958449868472513
0.0996,3.3754,33.8808,0.3363,2203.5322,8.3872,  22: 6: 5,,23.954188997634358
0.0996,3.3753,33.8991,0.3361,2203.6567,8.3876,  22: 6: 9,,23.949928126796202
0.0995,3.3753,33.9092,0.336,2203.7817,8.3881,  22: 6:14,,23.94567153394081
0.0996,3.3752,33.8731,0.3363,2203.9063,8.3885,  22: 6:18,,23.94141066310265
0.0997,3.3751,33.8559,0.3365,2204.031,8.3889,  22: 6:23,,23.937145514281717
0.0995,3.375,33.9043,0.336,2204.1563,8.3893,  22: 6:27,,23.932888921426326
0.0996,3.3749,33.8842,0.3362,2204.2808,8.3897,  22: 6:32,,23.92862805058817
0.0996,3.3749,33.8698,0.3363,2204.4055,8.3902,  22: 6:36,,23.924367179750014
0.0995,3.3748,33.9183,0.3358,2204.53,8.3906,  22: 6:41,,23.920110586894623
0.0995,3.3747,33.9314,0.3356,2204.6545,8.391,  22: 6:45,,23.915853994039228
0.0997,3.3747,33.8652,0.3363,2204.7791,8.3914,  22: 6:50,,23.911588845218294
0.0996,3.3746,33.8835,0.3361,2204.9045,8.3918,  22: 6:54,,23.907327974380138
0.0996,3.3745,33.8716,0.3362,2205.0291,8.3923,  22: 6:59,,23.903067103541982
0.0996,3.3745,33.8687,0.3362,2205.1536,8.3927,  22: 7: 3,,23.898806232703826
0.0996,3.3744,33.8949,0.3359,2205.2783,8.3931,  22: 7: 8,,23.89454536186567
0.0995,3.3743,33.9023,0.3358,2205.4031,8.3935,  22: 7:12,,23.89028876901028
0.0996,3.3742,33.8796,0.3361,2205.5278,8.3939,  22: 7:17,,23.88602789817212
0.0996,3.3742,33.8845,0.336,2205.6523,8.3944,  22: 7:21,,23.881767027333968
0.0996,3.3741,33.8866,0.336,2205.7769,8.3948,  22: 7:26,,23.87750615649581
0.0995,3.374,33.9077,0.3357,2205.9014,8.3952,  22: 7:30,,23.873249563640417
0.0995,3.3739,33.9012,0.3358,2206.0264,8.3956,  22: 7:35,,23.868992970785026
0.0995,3.3739,33.8953,0.3358,2206.1509,8.396,  22: 7:39,,23.864736377929635
0.0996,3.3738,33.8806,0.336,2206.2756,8.3965,  22: 7:44,,23.86047550709148
0.0995,3.3737,33.8965,0.3358,2206.4001,8.3969,  22: 7:48,,23.856218914236084
0.0997,3.3737,33.8522,0.3362,2206.5251,8.3973,  22: 7:53,,23.85195376541515
0.0996,3.3736,33.8705,0.336,2206.6497,8.3977,  22: 7:57,,23.847692894576994
0.0995,3.3735,33.8943,0.3358,2206.7749,8.3981,  22: 8: 2,,23.843436301721603
0.0996,3.3734,33.8714,0.336,2206.8994,8.3986,  22: 8: 6,,23.839175430883447
0.0996,3.3733,33.8763,0.3359,2207.0242,8.399,  22: 8:11,,23.834914560045288
0.0997,3.3733,33.843,0.3362,2207.1487,8.3994,  22: 8:16,,23.830649411224357
0.0995,3.3732,33.9158,0.3355,2207.2732,8.3998,  22: 8:20,,23.826392818368962
0.0995,3.3731,33.8901,0.3357,2207.3979,8.4002,  22: 8:25,,23.82213622551357
0.0996,3.3731,33.8544,0.3361,2207.5227,8.4007,  22: 8:29,,23.817875354675415
0.0996,3.373,33.8752,0.3358,2207.6479,8.4011,  22: 8:34,,23.81361448383726
0.0995,3.3729,33.8882,0.3357,2207.7725,8.4015,  22: 8:38,,23.809357890981868
0.0996,3.3728,33.8794,0.3358,2207.8984,8.4019,  22: 8:43,,23.805097020143712
0.0997,3.3728,33.846,0.3361,2208.0229,8.4024,  22: 8:47,,23.800831871322774
0.0996,3.3727,33.8507,0.336,2208.1477,8.4028,  22: 8:52,,23.79657100048462
0.0995,3.3726,33.8853,0.3357,2208.2725,8.4032,  22: 8:56,,23.792314407629227
0.0997,3.3725,33.8438,0.3361,2208.3972,8.4036,  22: 9: 1,,23.788049258808293
0.0996,3.3725,33.8592,0.3359,2208.5217,8.404,  22: 9: 5,,23.783788387970134
0.0996,3.3724,33.8504,0.336,2208.6465,8.4044,  22: 9:10,,23.779527517131978
0.0996,3.3723,33.8742,0.3357,2208.771,8.4049,  22: 9:14,,23.775266646293826
0.0995,3.3722,33.8896,0.3356,2208.8962,8.4053,  22: 9:19,,23.77101005343843
0.0995,3.3722,33.8894,0.3356,2209.0208,8.4057,  22: 9:23,,23.76675346058304
0.0996,3.3721,33.872,0.3357,2209.1453,8.4061,  22: 9:28,,23.762492589744884
0.0996,3.372,33.8685,0.3357,2209.2698,8.4065,  22: 9:32,,23.75823171890673
0.0996,3.372,33.8624,0.3358,2209.3945,8.407,  22: 9:37,,23.75397084806857
0.0996,3.3719,33.8668,0.3357,2209.5193,8.4074,  22: 9:41,,23.749709977230417
0.0996,3.3718,33.8497,0.3359,2209.6443,8.4078,  22: 9:46,,23.745449106392257
0.0996,3.3717,33.8681,0.3357,2209.7693,8.4082,  22: 9:50,,23.7411882355541
0.0996,3.3716,33.8403,0.3359,2209.8943,8.4087,  22: 9:55,,23.73692736471595
0.0996,3.3716,33.8558,0.3358,2210.0188,8.4091,  22: 9:59,,23.73266649387779
0.0995,3.3715,33.8689,0.3356,2210.1436,8.4095,  22:10: 4,,23.7284099010224
0.0996,3.3714,33.8379,0.3359,2210.2681,8.4099,  22:10: 8,,23.724149030184243
0.0996,3.3713,33.8426,0.3358,2210.3926,8.4103,  22:10:13,,23.719888159346088
0.0997,3.3713,33.7986,0.3363,2210.5178,8.4108,  22:10:17,,23.715623010525153
0.0996,3.3712,33.833,0.3359,2210.6426,8.4112,  22:10:22,,23.711362139686994
