I,V,R,P,mAh,wh,time,
0.0996,4.0685,40.8409,0.4053,319.9035,1.3141,   3:12:35,
0.0997,4.0685,40.8046,0.4057,320.0282,1.3146,   3:12:40,
0.0998,4.0685,40.7847,0.4058,320.1531,1.3151,   3:12:44,
0.0997,4.0685,40.8143,0.4056,320.2778,1.3156,   3:12:49,
0.0997,4.0684,40.8272,0.4054,320.4035,1.3161,   3:12:54,
0.0996,4.0684,40.8595,0.4051,320.5293,1.3166,   3:12:58,
0.0996,4.0684,40.8302,0.4054,320.6540,1.3171,   3:13: 3,
0.0997,4.0684,40.8166,0.4055,320.7798,1.3177,   3:13: 7,
0.0996,4.0684,40.8430,0.4053,320.9044,1.3182,   3:13:12,
0.0997,4.0684,40.8164,0.4055,321.0291,1.3187,   3:13:16,
0.0998,4.0684,40.7837,0.4058,321.1543,1.3192,   3:13:21,
0.0997,4.0683,40.8196,0.4055,321.2790,1.3197,   3:13:25,
0.0997,4.0683,40.8065,0.4056,321.4037,1.3202,   3:13:30,
0.0997,4.0683,40.7931,0.4057,321.5284,1.3207,   3:13:34,
0.0998,4.0683,40.7699,0.4060,321.6531,1.3212,   3:13:39,
0.0996,4.0683,40.8288,0.4054,321.7780,1.3217,   3:13:43,
0.0997,4.0683,40.8155,0.4055,321.9026,1.3222,   3:13:48,
0.0997,4.0682,40.7889,0.4058,322.0274,1.3227,   3:13:52,
0.0996,4.0682,40.8481,0.4052,322.1526,1.3232,   3:13:57,
0.0997,4.0682,40.8051,0.4056,322.2780,1.3238,   3:14: 1,
0.0997,4.0682,40.7889,0.4058,322.4027,1.3243,   3:14: 6,
0.0997,4.0682,40.7919,0.4057,322.5275,1.3248,   3:14:10,
0.0997,4.0682,40.8116,0.4055,322.6532,1.3253,   3:14:15,
0.0998,4.0682,40.7621,0.4060,322.7791,1.3258,   3:14:19,
0.0997,4.0681,40.7980,0.4057,322.9039,1.3263,   3:14:24,
0.0997,4.0681,40.8077,0.4056,323.0292,1.3268,   3:14:28,
0.0998,4.0681,40.7681,0.4059,323.1539,1.3273,   3:14:33,
0.0997,4.0681,40.7973,0.4056,323.2787,1.3278,   3:14:37,
0.0998,4.0681,40.7678,0.4059,323.4037,1.3283,   3:14:42,
0.0997,4.0680,40.7937,0.4057,323.5289,1.3288,   3:14:46,
0.0997,4.0681,40.8038,0.4056,323.6543,1.3294,   3:14:51,
0.0998,4.0681,40.7644,0.4060,323.7791,1.3299,   3:14:55,
0.0997,4.0680,40.8002,0.4056,323.9040,1.3304,   3:15: 0,
0.0997,4.0680,40.8101,0.4055,324.0293,1.3309,   3:15: 4,
0.0997,4.0680,40.8132,0.4055,324.1542,1.3314,   3:15: 9,
0.0998,4.0680,40.7734,0.4059,324.2790,1.3319,   3:15:13,
0.0996,4.0680,40.8259,0.4053,324.4037,1.3324,   3:15:18,
0.0997,4.0680,40.7996,0.4056,324.5285,1.3329,   3:15:22,
0.0997,4.0680,40.7898,0.4057,324.6533,1.3334,   3:15:27,
0.0997,4.0680,40.8157,0.4054,324.7780,1.3339,   3:15:31,
0.0998,4.0679,40.7597,0.4060,324.9034,1.3344,   3:15:36,
0.0997,4.0679,40.7825,0.4058,325.0281,1.3349,   3:15:40,
0.0997,4.0679,40.7822,0.4058,325.1535,1.3355,   3:15:45,
0.0998,4.0679,40.7559,0.4060,325.2789,1.3360,   3:15:50,
0.0997,4.0679,40.8082,0.4055,325.4037,1.3365,   3:15:54,
0.0997,4.0678,40.7982,0.4056,325.5285,1.3370,   3:15:59,
0.0997,4.0678,40.8177,0.4054,325.6537,1.3375,   3:16: 3,
0.0997,4.0678,40.7913,0.4057,325.7786,1.3380,   3:16: 8,
0.0998,4.0678,40.7650,0.4059,325.9035,1.3385,   3:16:12,
0.0996,4.0678,40.8274,0.4053,326.0283,1.3390,   3:16:17,
0.0999,4.0678,40.7352,0.4062,326.1531,1.3395,   3:16:21,
0.0997,4.0677,40.7873,0.4057,326.2779,1.3400,   3:16:26,
0.0997,4.0677,40.7875,0.4057,326.4027,1.3405,   3:16:30,
0.0998,4.0677,40.7641,0.4059,326.5280,1.3410,   3:16:35,
0.0997,4.0677,40.7804,0.4057,326.6528,1.3416,   3:16:39,
0.0998,4.0677,40.7770,0.4058,326.7781,1.3421,   3:16:44,
0.0998,4.0677,40.7704,0.4058,326.9029,1.3426,   3:16:48,
0.0997,4.0677,40.7901,0.4056,327.0278,1.3431,   3:16:53,
0.0998,4.0677,40.7505,0.4060,327.1526,1.3436,   3:16:57,
0.0998,4.0677,40.7636,0.4059,327.2775,1.3441,   3:17: 2,
0.0997,4.0676,40.7863,0.4057,327.4023,1.3446,   3:17: 6,
0.0997,4.0676,40.7992,0.4055,327.5276,1.3451,   3:17:11,
0.0998,4.0676,40.7761,0.4058,327.6523,1.3456,   3:17:15,
0.0997,4.0676,40.7924,0.4056,327.7771,1.3461,   3:17:20,
0.0997,4.0676,40.8055,0.4055,327.9018,1.3466,   3:17:24,
0.0997,4.0676,40.8022,0.4055,328.0267,1.3471,   3:17:29,
0.0996,4.0675,40.8280,0.4052,328.1513,1.3476,   3:17:33,
0.0998,4.0675,40.7428,0.4061,328.2761,1.3482,   3:17:38,
0.0997,4.0675,40.7883,0.4056,328.4009,1.3487,   3:17:42,
0.0998,4.0675,40.7654,0.4059,328.5257,1.3492,   3:17:47,
0.0997,4.0675,40.7849,0.4057,328.6510,1.3497,   3:17:51,
0.0997,4.0675,40.8043,0.4055,328.7757,1.3502,   3:17:56,
0.0997,4.0675,40.8107,0.4054,328.9004,1.3507,   3:18: 0,
0.0997,4.0674,40.7874,0.4056,329.0252,1.3512,   3:18: 5,
0.0997,4.0674,40.7938,0.4055,329.1500,1.3517,   3:18: 9,
0.0997,4.0674,40.8004,0.4055,329.2748,1.3522,   3:18:14,
0.0997,4.0674,40.8134,0.4053,329.4006,1.3527,   3:18:18,
0.0996,4.0674,40.8196,0.4053,329.5263,1.3532,   3:18:23,
0.0998,4.0674,40.7738,0.4057,329.6510,1.3537,   3:18:27,
0.0998,4.0674,40.7706,0.4058,329.7759,1.3543,   3:18:32,
0.0997,4.0673,40.7932,0.4055,329.9008,1.3548,   3:18:36,
0.0997,4.0674,40.7803,0.4057,330.0255,1.3553,   3:18:41,
0.0997,4.0673,40.7932,0.4055,330.1503,1.3558,   3:18:45,
0.0997,4.0673,40.7797,0.4057,330.2751,1.3563,   3:18:50,
0.0997,4.0673,40.7959,0.4055,330.3999,1.3568,   3:18:54,
0.0997,4.0673,40.7764,0.4057,330.5252,1.3573,   3:18:59,
0.0997,4.0673,40.7891,0.4056,330.6500,1.3578,   3:19: 3,
0.0996,4.0673,40.8252,0.4052,330.7747,1.3583,   3:19: 8,
0.0996,4.0673,40.8416,0.4050,330.8994,1.3588,   3:19:12,
0.0995,4.0672,40.8710,0.4047,331.0241,1.3593,   3:19:17,
0.0996,4.0672,40.8510,0.4049,331.1488,1.3598,   3:19:21,
0.0997,4.0672,40.7788,0.4057,331.2745,1.3603,   3:19:26,
0.0997,4.0672,40.7849,0.4056,331.3992,1.3609,   3:19:30,
0.0997,4.0672,40.7916,0.4055,331.5250,1.3614,   3:19:35,
0.0997,4.0672,40.7820,0.4056,331.6497,1.3619,   3:19:40,
0.0997,4.0671,40.7977,0.4055,331.7745,1.3624,   3:19:44,
0.0996,4.0671,40.8371,0.4051,331.8997,1.3629,   3:19:49,
0.0997,4.0671,40.8073,0.4054,332.0244,1.3634,   3:19:53,
0.0996,4.0671,40.8301,0.4051,332.1490,1.3639,   3:19:58,
0.0997,4.0671,40.8071,0.4054,332.2738,1.3644,   3:20: 2,
0.0997,4.0671,40.7838,0.4056,332.3990,1.3649,   3:20: 7,
0.0997,4.0670,40.7770,0.4056,332.5237,1.3654,   3:20:11,
0.0996,4.0670,40.8293,0.4051,332.6485,1.3659,   3:20:16,
0.0997,4.0670,40.7800,0.4056,332.7732,1.3664,   3:20:20,
0.0996,4.0670,40.8159,0.4052,332.8979,1.3670,   3:20:25,
0.0996,4.0670,40.8423,0.4050,333.0226,1.3675,   3:20:29,
0.0997,4.0670,40.8062,0.4053,333.1477,1.3680,   3:20:34,
0.0996,4.0670,40.8223,0.4052,333.2725,1.3685,   3:20:38,
0.0996,4.0670,40.8323,0.4051,333.3972,1.3690,   3:20:43,
0.0996,4.0670,40.8287,0.4051,333.5218,1.3695,   3:20:47,
0.0997,4.0669,40.7889,0.4055,333.6466,1.3700,   3:20:52,
0.0998,4.0669,40.7662,0.4057,333.7714,1.3705,   3:20:56,
0.0998,4.0669,40.7525,0.4059,333.8961,1.3710,   3:21: 1,
0.0998,4.0669,40.7523,0.4059,334.0210,1.3715,   3:21: 5,
0.0997,4.0668,40.7849,0.4055,334.1461,1.3720,   3:21:10,
0.0997,4.0669,40.8014,0.4054,334.2720,1.3725,   3:21:14,
0.0997,4.0668,40.8077,0.4053,334.3967,1.3730,   3:21:19,
0.0997,4.0668,40.7976,0.4054,334.5214,1.3736,   3:21:23,
0.0997,4.0668,40.7976,0.4054,334.6467,1.3741,   3:21:28,
0.0997,4.0668,40.7910,0.4055,334.7714,1.3746,   3:21:32,
0.0996,4.0668,40.8204,0.4052,334.8961,1.3751,   3:21:37,
0.0997,4.0668,40.8073,0.4053,335.0209,1.3756,   3:21:41,
0.0996,4.0668,40.8137,0.4052,335.1457,1.3761,   3:21:46,
0.0998,4.0668,40.7612,0.4057,335.2704,1.3766,   3:21:50,
0.0998,4.0667,40.7642,0.4057,335.3952,1.3771,   3:21:55,
0.0997,4.0667,40.7836,0.4055,335.5205,1.3776,   3:21:59,
0.0997,4.0667,40.7801,0.4055,335.6453,1.3781,   3:22: 4,
0.0997,4.0667,40.8098,0.4052,335.7706,1.3786,   3:22: 8,
0.0998,4.0667,40.7471,0.4059,335.8953,1.3791,   3:22:13,
0.0998,4.0666,40.7597,0.4057,336.0201,1.3796,   3:22:17,
0.0997,4.0666,40.7696,0.4056,336.1454,1.3802,   3:22:22,
0.0997,4.0666,40.7792,0.4055,336.2702,1.3807,   3:22:26,
0.0997,4.0666,40.7726,0.4056,336.3960,1.3812,   3:22:31,
0.0998,4.0666,40.7495,0.4058,336.5208,1.3817,   3:22:35,
0.0997,4.0665,40.7885,0.4054,336.6455,1.3822,   3:22:40,
0.0996,4.0665,40.8144,0.4052,336.7703,1.3827,   3:22:44,
0.0997,4.0665,40.8013,0.4053,336.8951,1.3832,   3:22:49,
0.0996,4.0665,40.8440,0.4049,337.0197,1.3837,   3:22:53,
0.0997,4.0665,40.8079,0.4052,337.1444,1.3842,   3:22:58,
0.0997,4.0665,40.8010,0.4053,337.2691,1.3847,   3:23: 2,
0.0997,4.0665,40.7975,0.4053,337.3943,1.3852,   3:23: 7,
0.0998,4.0665,40.7418,0.4059,337.5197,1.3857,   3:23:12,
0.0997,4.0664,40.7842,0.4055,337.6444,1.3863,   3:23:16,
0.0997,4.0664,40.7809,0.4055,337.7692,1.3868,   3:23:21,
0.0996,4.0664,40.8134,0.4052,337.8945,1.3873,   3:23:25,
0.0997,4.0664,40.7870,0.4054,338.0198,1.3878,   3:23:30,
0.0997,4.0664,40.7997,0.4053,338.1445,1.3883,   3:23:34,
0.0996,4.0663,40.8093,0.4052,338.2698,1.3888,   3:23:39,
0.0997,4.0664,40.7736,0.4055,338.3946,1.3893,   3:23:43,
0.0997,4.0664,40.7933,0.4053,338.5193,1.3898,   3:23:48,
0.0997,4.0663,40.7895,0.4054,338.6441,1.3903,   3:23:52,
0.0997,4.0663,40.7730,0.4055,338.7690,1.3908,   3:23:57,
0.0998,4.0663,40.7599,0.4057,338.8938,1.3913,   3:24: 1,
0.0996,4.0663,40.8156,0.4051,339.0185,1.3918,   3:24: 6,
0.0997,4.0663,40.7697,0.4056,339.1432,1.3923,   3:24:10,
0.0997,4.0663,40.8054,0.4052,339.2686,1.3929,   3:24:15,
0.0997,4.0662,40.8018,0.4052,339.3933,1.3934,   3:24:19,
0.0997,4.0662,40.7852,0.4054,339.5181,1.3939,   3:24:24,
0.0997,4.0662,40.8048,0.4052,339.6434,1.3944,   3:24:28,
0.0998,4.0662,40.7391,0.4058,339.7682,1.3949,   3:24:33,
0.0997,4.0662,40.7752,0.4055,339.8936,1.3954,   3:24:37,
0.0998,4.0661,40.7517,0.4057,340.0183,1.3959,   3:24:42,
0.0998,4.0661,40.7485,0.4057,340.1431,1.3964,   3:24:46,
0.0996,4.0661,40.8137,0.4051,340.2680,1.3969,   3:24:51,
0.0996,4.0661,40.8268,0.4050,340.3931,1.3974,   3:24:55,
0.0997,4.0661,40.7745,0.4055,340.5180,1.3979,   3:25: 0,
0.0997,4.0661,40.7713,0.4055,340.6428,1.3984,   3:25: 4,
0.0997,4.0661,40.7938,0.4053,340.7676,1.3990,   3:25: 9,
0.0997,4.0661,40.7708,0.4055,340.8923,1.3995,   3:25:13,
0.0997,4.0660,40.7900,0.4053,341.0171,1.4000,   3:25:18,
0.0998,4.0661,40.7574,0.4056,341.1418,1.4005,   3:25:22,
0.0997,4.0661,40.7967,0.4052,341.2677,1.4010,   3:25:27,
0.0997,4.0660,40.7802,0.4054,341.3925,1.4015,   3:25:31,
0.0997,4.0660,40.7730,0.4055,341.5172,1.4020,   3:25:36,
0.0998,4.0660,40.7468,0.4057,341.6425,1.4025,   3:25:40,
0.0997,4.0660,40.7664,0.4055,341.7678,1.4030,   3:25:45,
0.0996,4.0660,40.8089,0.4051,341.8926,1.4035,   3:25:49,
0.0997,4.0660,40.7793,0.4054,342.0174,1.4040,   3:25:54,
0.0997,4.0659,40.7822,0.4054,342.1423,1.4045,   3:25:58,
0.0997,4.0659,40.7919,0.4053,342.2671,1.4051,   3:26: 3,
0.0997,4.0659,40.7787,0.4054,342.3918,1.4056,   3:26: 7,
0.0997,4.0659,40.7949,0.4052,342.5165,1.4061,   3:26:12,
0.0996,4.0659,40.8077,0.4051,342.6419,1.4066,   3:26:16,
0.0998,4.0658,40.7552,0.4056,342.7667,1.4071,   3:26:21,
0.0996,4.0658,40.8173,0.4050,342.8925,1.4076,   3:26:25,
0.0997,4.0658,40.7910,0.4053,343.0172,1.4081,   3:26:30,
0.0997,4.0658,40.7809,0.4054,343.1419,1.4086,   3:26:34,
0.0998,4.0658,40.7547,0.4056,343.2667,1.4091,   3:26:39,
0.0997,4.0658,40.7908,0.4053,343.3914,1.4096,   3:26:43,
0.0997,4.0658,40.7613,0.4055,343.5162,1.4101,   3:26:48,
0.0997,4.0658,40.8003,0.4052,343.6415,1.4106,   3:26:53,
0.0998,4.0657,40.7376,0.4058,343.7669,1.4111,   3:26:57,
0.0997,4.0657,40.7638,0.4055,343.8918,1.4117,   3:27: 2,
0.0997,4.0657,40.7703,0.4054,344.0166,1.4122,   3:27: 6,
0.0997,4.0657,40.7962,0.4052,344.1418,1.4127,   3:27:11,
0.0998,4.0657,40.7275,0.4059,344.2668,1.4132,   3:27:15,
0.0997,4.0657,40.7763,0.4054,344.3920,1.4137,   3:27:20,
0.0998,4.0656,40.7467,0.4057,344.5169,1.4142,   3:27:24,
0.0997,4.0656,40.7794,0.4053,344.6418,1.4147,   3:27:29,
0.0997,4.0656,40.7630,0.4055,344.7672,1.4152,   3:27:33,
0.0997,4.0656,40.7824,0.4053,344.8919,1.4157,   3:27:38,
0.0997,4.0656,40.7724,0.4054,345.0166,1.4162,   3:27:42,
0.0997,4.0656,40.7885,0.4052,345.1414,1.4167,   3:27:47,
0.0997,4.0656,40.7720,0.4054,345.2661,1.4172,   3:27:51,
0.0996,4.0656,40.8049,0.4051,345.3908,1.4178,   3:27:56,
0.0996,4.0656,40.8376,0.4047,345.5160,1.4183,   3:28: 0,
0.0996,4.0655,40.8008,0.4051,345.6407,1.4188,   3:28: 5,
0.0996,4.0655,40.8040,0.4051,345.7660,1.4193,   3:28: 9,
0.0997,4.0655,40.7978,0.4051,345.8907,1.4198,   3:28:14,
0.0996,4.0655,40.8206,0.4049,346.0155,1.4203,   3:28:18,
0.0996,4.0655,40.8109,0.4050,346.1401,1.4208,   3:28:23,
0.0996,4.0655,40.8303,0.4048,346.2646,1.4213,   3:28:27,
0.0996,4.0654,40.8135,0.4050,346.3892,1.4218,   3:28:32,
0.0997,4.0654,40.7906,0.4052,346.5139,1.4223,   3:28:36,
0.0997,4.0654,40.7806,0.4053,346.6386,1.4228,   3:28:41,
0.0997,4.0654,40.7574,0.4055,346.7645,1.4233,   3:28:45,
0.0997,4.0654,40.7833,0.4052,346.8893,1.4238,   3:28:50,
0.0997,4.0654,40.7735,0.4053,347.0140,1.4244,   3:28:54,
0.0998,4.0654,40.7504,0.4056,347.1390,1.4249,   3:28:59,
0.0997,4.0653,40.7927,0.4051,347.2637,1.4254,   3:29: 3,
0.0997,4.0653,40.7795,0.4053,347.3890,1.4259,   3:29: 8,
0.0997,4.0653,40.7859,0.4052,347.5137,1.4264,   3:29:12,
0.0998,4.0653,40.7500,0.4056,347.6385,1.4269,   3:29:17,
0.0997,4.0653,40.7660,0.4054,347.7632,1.4274,   3:29:21,
0.0997,4.0653,40.7760,0.4053,347.8879,1.4279,   3:29:26,
0.0996,4.0653,40.8054,0.4050,348.0127,1.4284,   3:29:30,
0.0997,4.0653,40.7559,0.4055,348.1376,1.4289,   3:29:35,
0.0997,4.0652,40.7948,0.4051,348.2623,1.4294,   3:29:39,
0.0996,4.0652,40.7983,0.4051,348.3870,1.4299,   3:29:44,
0.0998,4.0652,40.7453,0.4056,348.5123,1.4304,   3:29:48,
0.0998,4.0652,40.7456,0.4056,348.6370,1.4309,   3:29:53,
0.0997,4.0652,40.7616,0.4054,348.7618,1.4315,   3:29:57,
0.0997,4.0652,40.7812,0.4052,348.8865,1.4320,   3:30: 2,
0.0996,4.0652,40.8040,0.4050,349.0112,1.4325,   3:30: 6,
0.0998,4.0651,40.7514,0.4055,349.1365,1.4330,   3:30:11,
0.0996,4.0651,40.8003,0.4050,349.2618,1.4335,   3:30:15,
0.0996,4.0651,40.8067,0.4050,349.3870,1.4340,   3:30:20,
0.0996,4.0651,40.8197,0.4048,349.5117,1.4345,   3:30:24,
0.0996,4.0651,40.8163,0.4049,349.6370,1.4350,   3:30:29,
0.0998,4.0650,40.7244,0.4058,349.7618,1.4355,   3:30:34,
0.0997,4.0650,40.7538,0.4055,349.8866,1.4360,   3:30:38,
0.0996,4.0650,40.7961,0.4050,350.0114,1.4365,   3:30:43,
0.0997,4.0650,40.7697,0.4053,350.1367,1.4370,   3:30:47,
0.0997,4.0650,40.7927,0.4051,350.2616,1.4376,   3:30:52,
0.0997,4.0650,40.7926,0.4051,350.3864,1.4381,   3:30:56,
0.0998,4.0650,40.7501,0.4055,350.5111,1.4386,   3:31: 1,
0.0997,4.0650,40.7860,0.4051,350.6364,1.4391,   3:31: 5,
0.0999,4.0649,40.7103,0.4059,350.7612,1.4396,   3:31:10,
0.0998,4.0649,40.7266,0.4057,350.8860,1.4401,   3:31:14,
0.0997,4.0649,40.7624,0.4054,351.0108,1.4406,   3:31:19,
0.0997,4.0649,40.7526,0.4055,351.1361,1.4411,   3:31:23,
0.0999,4.0649,40.7064,0.4059,351.2610,1.4416,   3:31:28,
0.0998,4.0649,40.7258,0.4057,351.3857,1.4421,   3:31:32,
0.0997,4.0649,40.7717,0.4053,351.5110,1.4426,   3:31:37,
0.0998,4.0649,40.7486,0.4055,351.6358,1.4431,   3:31:41,
0.0997,4.0648,40.7549,0.4054,351.7611,1.4436,   3:31:46,
0.0998,4.0648,40.7416,0.4055,351.8860,1.4442,   3:31:50,
0.0998,4.0648,40.7218,0.4057,352.0109,1.4447,   3:31:55,
0.0998,4.0648,40.7446,0.4055,352.1361,1.4452,   3:31:59,
0.0997,4.0648,40.7511,0.4054,352.2610,1.4457,   3:32: 4,
0.0997,4.0648,40.7837,0.4051,352.3858,1.4462,   3:32: 8,
0.0997,4.0647,40.7505,0.4054,352.5106,1.4467,   3:32:13,
0.0998,4.0647,40.7337,0.4056,352.6353,1.4472,   3:32:17,
0.0997,4.0647,40.7798,0.4051,352.7601,1.4477,   3:32:22,
0.0997,4.0647,40.7568,0.4054,352.8854,1.4482,   3:32:26,
0.0996,4.0647,40.7994,0.4050,353.0106,1.4487,   3:32:31,
0.0997,4.0646,40.7629,0.4053,353.1352,1.4492,   3:32:35,
0.0997,4.0646,40.7891,0.4050,353.2599,1.4497,   3:32:40,
0.0996,4.0638,40.8097,0.4047,353.3852,1.4503,   3:32:44,
0.0996,4.0651,40.8103,0.4049,353.5098,1.4508,   3:32:49,
0.0998,4.0647,40.7442,0.4055,353.6346,1.4513,   3:32:53,
0.0997,4.0647,40.7573,0.4054,353.7594,1.4518,   3:32:58,
0.0997,4.0648,40.7606,0.4053,353.8847,1.4523,   3:33: 2,
0.0997,4.0648,40.7705,0.4052,354.0095,1.4528,   3:33: 7,
0.0997,4.0648,40.7541,0.4054,354.1343,1.4533,   3:33:11,
0.0997,4.0647,40.7669,0.4053,354.2591,1.4538,   3:33:16,
0.0997,4.0647,40.7769,0.4052,354.3838,1.4543,   3:33:20,
0.0997,4.0647,40.7801,0.4052,354.5085,1.4548,   3:33:25,
0.0997,4.0647,40.7600,0.4053,354.6334,1.4553,   3:33:29,
0.0997,4.0647,40.7602,0.4053,354.7584,1.4558,   3:33:34,
0.0997,4.0647,40.7631,0.4053,354.8842,1.4563,   3:33:38,
0.0997,4.0647,40.7534,0.4054,355.0089,1.4569,   3:33:43,
0.0998,4.0646,40.7334,0.4056,355.1337,1.4574,   3:33:47,
0.0997,4.0647,40.7762,0.4052,355.2590,1.4579,   3:33:52,
0.0998,4.0646,40.7465,0.4055,355.3837,1.4584,   3:33:56,
0.0997,4.0646,40.7564,0.4054,355.5090,1.4589,   3:34: 1,
0.0997,4.0646,40.7826,0.4051,355.6337,1.4594,   3:34: 6,
0.0997,4.0646,40.7724,0.4052,355.7584,1.4599,   3:34:10,
0.0996,4.0646,40.8085,0.4048,355.8832,1.4604,   3:34:15,
0.0997,4.0646,40.7820,0.4051,356.0079,1.4609,   3:34:19,
0.0997,4.0646,40.7720,0.4052,356.1331,1.4614,   3:34:24,
0.0997,4.0646,40.7687,0.4052,356.2579,1.4619,   3:34:28,
0.0996,4.0645,40.7913,0.4050,356.3826,1.4624,   3:34:33,
0.0997,4.0645,40.7717,0.4052,356.5074,1.4629,   3:34:37,
0.0998,4.0645,40.7323,0.4056,356.6327,1.4635,   3:34:42,
0.0997,4.0645,40.7616,0.4053,356.7579,1.4640,   3:34:46,
0.0998,4.0645,40.7449,0.4055,356.8832,1.4645,   3:34:51,
0.0997,4.0645,40.7678,0.4052,357.0079,1.4650,   3:34:55,
0.0997,4.0645,40.7480,0.4054,357.1327,1.4655,   3:35: 0,
0.0997,4.0644,40.7608,0.4053,357.2575,1.4660,   3:35: 4,
0.0998,4.0645,40.7380,0.4055,357.3823,1.4665,   3:35: 9,
0.0997,4.0644,40.7507,0.4054,357.5071,1.4670,   3:35:13,
0.0997,4.0644,40.7638,0.4052,357.6318,1.4675,   3:35:18,
0.0996,4.0644,40.7895,0.4050,357.7566,1.4680,   3:35:22,
0.0998,4.0644,40.7406,0.4055,357.8813,1.4685,   3:35:27,
0.0997,4.0644,40.7632,0.4052,358.0060,1.4690,   3:35:31,
0.0997,4.0643,40.7826,0.4050,358.1308,1.4695,   3:35:36,
0.0997,4.0644,40.7665,0.4052,358.2561,1.4700,   3:35:40,
0.0997,4.0643,40.7826,0.4050,358.3808,1.4706,   3:35:45,
0.0997,4.0643,40.7626,0.4052,358.5061,1.4711,   3:35:49,
0.0997,4.0643,40.7493,0.4054,358.6314,1.4716,   3:35:54,
0.0997,4.0643,40.7721,0.4051,358.7562,1.4721,   3:35:58,
0.0996,4.0642,40.7917,0.4049,358.8809,1.4726,   3:36: 3,
0.0997,4.0642,40.7784,0.4051,359.0057,1.4731,   3:36: 7,
0.0997,4.0642,40.7814,0.4050,359.1304,1.4736,   3:36:12,
0.0997,4.0642,40.7684,0.4052,359.2551,1.4741,   3:36:16,
0.0997,4.0642,40.7847,0.4050,359.3804,1.4746,   3:36:21,
0.0997,4.0642,40.7651,0.4052,359.5057,1.4751,   3:36:25,
0.0997,4.0642,40.7713,0.4051,359.6303,1.4756,   3:36:30,
0.0997,4.0642,40.7776,0.4051,359.7551,1.4761,   3:36:34,
0.0997,4.0641,40.7444,0.4054,359.8798,1.4766,   3:36:39,
0.0997,4.0641,40.7673,0.4052,360.0046,1.4772,   3:36:43,
0.0996,4.0641,40.8038,0.4048,360.1294,1.4777,   3:36:48,
0.0998,4.0641,40.7279,0.4055,360.2542,1.4782,   3:36:52,
0.0996,4.0641,40.7931,0.4049,360.3789,1.4787,   3:36:57,
0.0997,4.0641,40.7604,0.4052,360.5042,1.4792,   3:37: 1,
0.0998,4.0640,40.7372,0.4054,360.6291,1.4797,   3:37: 6,
0.0998,4.0641,40.7209,0.4056,360.7539,1.4802,   3:37:10,
0.0998,4.0640,40.7269,0.4055,360.8787,1.4807,   3:37:15,
0.0997,4.0640,40.7626,0.4052,361.0040,1.4812,   3:37:19,
0.0997,4.0640,40.7693,0.4051,361.1288,1.4817,   3:37:24,
0.0996,4.0640,40.7923,0.4049,361.2535,1.4822,   3:37:28,
0.0997,4.0640,40.7659,0.4051,361.3784,1.4827,   3:37:33,
0.0996,4.0639,40.8017,0.4048,361.5031,1.4832,   3:37:37,
0.0997,4.0639,40.7523,0.4053,361.6279,1.4837,   3:37:42,
0.0997,4.0639,40.7522,0.4053,361.7526,1.4843,   3:37:46,
0.0997,4.0639,40.7653,0.4051,361.8773,1.4848,   3:37:51,
0.0997,4.0639,40.7421,0.4054,362.0027,1.4853,   3:37:55,
0.0997,4.0639,40.7552,0.4052,362.1279,1.4858,   3:38: 0,
0.0997,4.0638,40.7678,0.4051,362.2526,1.4863,   3:38: 4,
0.0997,4.0638,40.7513,0.4053,362.3779,1.4868,   3:38: 9,
0.0996,4.0638,40.7873,0.4049,362.5026,1.4873,   3:38:14,
0.0996,4.0638,40.7837,0.4049,362.6278,1.4878,   3:38:18,
0.0996,4.0638,40.8106,0.4047,362.7531,1.4883,   3:38:23,
0.0998,4.0638,40.7377,0.4054,362.8779,1.4888,   3:38:27,
0.0998,4.0637,40.7275,0.4055,363.0027,1.4893,   3:38:32,
0.0997,4.0637,40.7668,0.4051,363.1274,1.4898,   3:38:36,
0.0998,4.0637,40.7242,0.4055,363.2528,1.4904,   3:38:41,
0.0998,4.0637,40.7043,0.4057,363.3777,1.4909,   3:38:45,
0.0997,4.0637,40.7568,0.4052,363.5026,1.4914,   3:38:50,
0.0997,4.0637,40.7566,0.4052,363.6272,1.4919,   3:38:54,
0.0998,4.0637,40.7367,0.4054,363.7520,1.4924,   3:38:59,
0.0997,4.0636,40.7495,0.4052,363.8767,1.4929,   3:39: 3,
0.0997,4.0636,40.7559,0.4052,364.0015,1.4934,   3:39: 8,
0.0998,4.0636,40.7327,0.4054,364.1263,1.4939,   3:39:12,
0.0997,4.0636,40.7621,0.4051,364.2522,1.4944,   3:39:17,
0.0998,4.0636,40.7263,0.4055,364.3770,1.4949,   3:39:21,
0.0997,4.0636,40.7556,0.4052,364.5023,1.4954,   3:39:26,
0.0997,4.0636,40.7620,0.4051,364.6270,1.4959,   3:39:30,
0.0997,4.0636,40.7487,0.4052,364.7518,1.4964,   3:39:35,
0.0997,4.0636,40.7388,0.4053,364.8765,1.4970,   3:39:39,
0.0997,4.0635,40.7515,0.4052,365.0018,1.4975,   3:39:44,
0.0997,4.0635,40.7679,0.4050,365.1266,1.4980,   3:39:48,
0.0997,4.0635,40.7614,0.4051,365.2515,1.4985,   3:39:53,
0.0997,4.0635,40.7546,0.4052,365.3762,1.4990,   3:39:57,
0.0996,4.0635,40.7805,0.4049,365.5010,1.4995,   3:40: 2,
